source,target,id,osm_way_id,osm_bridge_relation_id,osm_bridge,osm_highway,osm_label,bridge_id,distance,within_boundaries
4052,7352,19227,,,,,Charles Drive,,73.78547364,FALSE
4052,7353,19228,,,,,Charles Drive,,205.0861441,FALSE
7358,7359,19229,,,,,Colony Court,,119.2350474,FALSE
7363,7364,19230,,,,,Callowhill Street,,144.0147471,TRUE
3277,19017,19231,,,,,Orchard Street,,199.0260325,FALSE
7365,7366,19232,,,,,Ebdy Street,,319.5088477,TRUE
7367,7368,19233,,,,,Merle Street,,135.6185498,TRUE
7368,7369,19234,,,,,Merle Street,,150.9478801,TRUE
7378,7379,19235,,,,,Speelman Lane,,442.63088,FALSE
7380,8167,19236,,,,,Aloe Street,,168.1289717,TRUE
5612,7381,19237,,,,,Freedom Avenue,,85.97797276,TRUE
5612,7382,19238,,,,,Freedom Avenue,,84.36863396,TRUE
7382,7383,19239,,,,,Freedom Avenue,,102.791397,TRUE
7384,7385,19240,,,,,Richbarn Road,,98.61981169,TRUE
7385,7386,19241,,,,,Richbarn Road,,75.17446211,TRUE
7385,7387,19242,,,,,Richbarn Road,,149.6565407,TRUE
359,7391,19243,,,,,Camp Street,,487.65801,FALSE
62,7389,19244,,,,,Raymond Street,,181.5891079,FALSE
3446,7390,19245,,,,,Camp Street,,84.30889587,TRUE
7394,7395,19246,,,,,Parise Road,,165.7344339,FALSE
26345,27680,19247,,,,,Friendship Avenue,,81.4541158,TRUE
7398,7399,19248,,,,,Wainwright Drive,,245.461899,FALSE
5553,7401,19249,,,,,Kenmont Avenue,,77.06068008,FALSE
7401,7402,19250,,,,,Kenmont Avenue,,156.4529175,FALSE
7405,7406,19251,,,,,Yoder Street,,69.70585707,TRUE
7406,7407,19252,,,,,Yoder Street,,159.9027535,TRUE
7409,7410,19253,,,,,Diploma Street,,152.2330974,TRUE
7413,7414,19254,,,,,Mercer Avenue,,80.93569361,FALSE
4047,7415,19255,,,,,Kinmount Street,,241.4802927,TRUE
7418,7419,19256,,,,,Coast Avenue,,165.926829,TRUE
7422,7423,19257,,,,,Crown Street,,89.71422489,FALSE
7424,7425,19258,,,,,Tyburn Lane,,234.7105119,FALSE
7425,7426,19259,,,,,Tyburn Lane,,115.6379496,FALSE
7428,7429,19260,,,,,Beacon Hill Avenue,,175.403811,FALSE
7429,7430,19261,,,,,Beacon Hill Avenue,,160.1455525,FALSE
7431,7432,19262,,,,,Crestline Court,,83.04800175,TRUE
7432,7433,19263,,,,,Crestline Court,,132.264898,TRUE
5312,7437,19264,,,,,Broadmoor Avenue,,181.6675805,FALSE
7439,7440,19265,,,,,Northridge Circle,,140.1878138,FALSE
7440,7441,19266,,,,,Northridge Circle,,66.51534993,FALSE
2157,7441,19267,,,,,Northridge Circle,,68.81145049,FALSE
2157,6583,19268,,,,,Northridge Circle,,58.51042868,FALSE
6583,7442,19269,,,,,Northridge Circle,,91.92973582,FALSE
7443,7444,19270,,,,,Wilson Drive,,454.4460322,FALSE
7445,7446,19271,,,,,Wilson Drive,,123.6946016,FALSE
7448,7449,19272,,,,,Wilson Drive,,232.1523853,FALSE
2056,7450,19273,,,,,Wilson Drive,,228.5533416,FALSE
7451,7452,19274,,,,,Panama Lodge Drive,,129.0845255,FALSE
7454,7455,19275,,,,,Siesta Drive,,157.767441,FALSE
7457,7458,19276,,,,,Henderson Road,,107.0017028,FALSE
7458,7459,19277,,,,,Henderson Road,,116.3939466,FALSE
7460,7461,19278,,,,,Henderson Road,,422.2898708,FALSE
5153,7461,19279,,,,,Henderson Road,,140.9400682,FALSE
7464,26317,19280,,,,,Thackeray Street,,193.7497006,TRUE
5272,7465,19281,,,,,Hampton Street,,85.7899971,TRUE
5272,7466,19282,,,,,Hampton Street,,84.349249,TRUE
7466,7467,19283,,,,,Hampton Street,,121.7955832,TRUE
7470,7471,19284,,,,,Hampton Street,,92.58756775,TRUE
2312,7481,19285,,,,,Long Road,,75.9772118,FALSE
7481,7482,19286,,,,,Long Road,,239.3472572,FALSE
7482,7483,19287,,,,,Long Road,,369.8309076,FALSE
7483,7484,19288,,,,,Long Road,,370.9329041,FALSE
7487,7488,19289,,,,,Maine Street,,35.24843689,FALSE
7493,7494,19290,,,,,Maine Street,,104.7893474,FALSE
7494,7495,19291,,,,,Maine Street,,95.23422081,FALSE
1932,7497,19292,,,,,Maine Street,,132.084116,FALSE
7499,7500,19293,,,,,Osborne Street,,41.05091975,FALSE
7500,7501,19294,,,,,Osborne Street,,72.19325342,FALSE
7502,7503,19295,,,,,Osborne Street,,102.9610016,TRUE
7505,7506,19296,,,,,Osborne Street,,293.3050786,FALSE
7506,7507,19297,,,,,Osborne Street,,273.7015842,FALSE
7507,7508,19298,,,,,Osborne Street,,168.4566413,FALSE
2865,7511,19299,,,,,Hieber Avenue,,316.7640591,FALSE
5631,7512,19300,,,,,Martsolf Avenue,,244.0334937,FALSE
7514,7515,19301,,,,,Marilynn Road,,160.8843057,FALSE
7518,7518,19302,,,,,Broadcrest Drive,,376.5137656,TRUE
7519,7520,19303,,,,,Salem Lane,,54.03082048,FALSE
7524,7525,19304,,,,,Rutland Street,,84.85286462,TRUE
7526,7527,19305,,,,,Mero Way,,52.04307218,TRUE
7527,8863,19306,,,,,Mero Way,,145.7017745,TRUE
7315,18355,19307,,,,,Brighton Road,,119.6689188,TRUE
7316,9961,19308,,,,,Buena Vista Street,,120.4533576,TRUE
7532,10264,19309,,,,,Belmar Street,,216.027993,TRUE
7533,7534,19310,,,,,Blackberry Street,,406.4388136,FALSE
6309,7535,19311,,,,,Sarah Street,,225.2596701,FALSE
2530,7538,19312,,,,,Douglass Street,,78.06077297,FALSE
6649,7540,19313,,,,,Tartline Drive,,107.2427957,FALSE
7540,7541,19314,,,,,Tartline Drive,,109.7118495,FALSE
7541,7542,19315,,,,,Tartline Drive,,274.1268999,FALSE
1722,7542,19316,,,,,Tartline Drive,,118.4187868,FALSE
7543,7544,19317,,,,,Belvoir Drive,,187.0106692,FALSE
7545,7546,19318,,,,,Clawson Street,,106.0446235,TRUE
7546,7547,19319,,,,,Clawson Street,,94.84654016,TRUE
9104,10177,19320,,,,,Maryland Avenue,,90.20918738,TRUE
7548,7549,19321,,,,,Daube Drive,,168.9764259,FALSE
7549,7550,19322,,,,,Daube Drive,,88.22444785,FALSE
7553,7554,19323,,,,,Lyndell Street,,144.1268285,FALSE
1801,7557,19324,,,,,Mueller Avenue,,62.87549459,TRUE
833,7562,19325,,,,,Bradley Street,,62.85033038,FALSE
7566,7567,19326,,,,,Henry Street,,88.23967339,FALSE
7567,7568,19327,,,,,Henry Street,,84.87156226,FALSE
7573,7574,19328,,,,,Packer Street,,194.0305333,FALSE
7574,7575,19329,,,,,Packer Street,,131.3038861,FALSE
7575,7576,19330,,,,,Packer Street,,129.479241,FALSE
7576,7577,19331,,,,,Packer Street,,89.9780174,FALSE
7578,7579,19332,,,,,St James Place,,73.66008895,TRUE
7581,7582,19333,,,,,Casino Drive,,94.63552118,TRUE
7582,7583,19334,,,,,Casino Drive,,67.27181856,TRUE
7584,7585,19335,,,,,Key Avenue,,128.5717935,FALSE
7586,7587,19336,,,,,Nock Drive,,366.1819847,FALSE
7593,7594,19337,,,,,27th Street,,115.8957751,TRUE
7594,7595,19338,,,,,27th Street,,103.6276478,TRUE
7595,7596,19339,,,,,27th Street,,102.0031491,TRUE
7596,7597,19340,,,,,27th Street,,85.44224798,TRUE
6366,7598,19341,,,,,Chicora Street,,161.3715686,FALSE
7598,7599,19342,,,,,Melrose Street,,150.4502852,FALSE
7599,7600,19343,,,,,Melrose Street,,75.08465443,FALSE
7601,7602,19344,,,,,Melrose Street,,122.981824,FALSE
7602,7603,19345,,,,,Melrose Street,,117.2695738,FALSE
7605,7606,19346,,,,,Gallupe Drive,,273.9742184,TRUE
7607,7608,19347,,,,,Magdalene Street,,232.2835051,TRUE
7614,7615,19348,,,,,Byerley Avenue,,327.7179894,FALSE
7617,7618,19349,,,,,Camarta Drive,,581.6860091,FALSE
7618,7618,19350,,,,,Camarta Drive,,537.5600975,FALSE
7620,16507,19351,,,,,Adeline Avenue,,291.3328481,FALSE
7623,7624,19352,,,,,Cardinal Drive,,301.3466737,FALSE
6068,7625,19353,,,,,Raven Drive,,1206.442303,FALSE
3035,10192,19354,,,,,Quaill Avenue,,175.5588084,FALSE
7626,7627,19355,,,,,Quaill Avenue,,84.41242167,FALSE
7627,7628,19356,,,,,Quaill Avenue,,95.47092547,FALSE
7629,7630,19357,,,,,Quail Avenue,,371.5004629,FALSE
7633,7634,19358,,,,,Greenbush Street,,209.2581559,TRUE
7634,7635,19359,,,,,Greenbush Street,,152.1025169,TRUE
993,7646,19360,,,,,Sidney Street,,137.6997472,TRUE
7647,7648,19361,,,,,Sidney Street,,174.4070281,TRUE
7648,7649,19362,,,,,Sidney Street,,136.3275534,TRUE
2577,7650,19363,,,,,Jasper Street,,185.3098794,TRUE
2577,7651,19364,,,,,Jasper Street,,70.10421271,TRUE
341,1302,19365,,,,,Mobile Drive,,51.34861843,FALSE
341,1301,19366,,,,,Mobile Drive,,161.6489799,FALSE
414,1301,19367,,,,,Mobile Drive,,63.61813412,FALSE
3888,5468,19368,,,,,Paulding Avenue,,83.32623386,TRUE
7653,8511,19369,,,,,Leola Avenue,,334.2988877,FALSE
5263,7655,19370,,,,,Marchand Street,,108.8274143,TRUE
6062,7656,19371,,,,,Tracy Drive,,341.0840596,FALSE
7658,7659,19372,,,,,Jones Street,,261.2503737,FALSE
7659,7660,19373,,,,,Jones Street,,205.1691272,FALSE
20978,24171,19374,,,,,Fleet Street,,47.12513358,FALSE
7666,7667,19375,,,,,Maple Way,,186.2999147,FALSE
17468,17469,19376,,,,,13th Street,,92.21671527,FALSE
8464,9460,19377,,,,,Walnut Road,,123.5099286,FALSE
5045,23204,19378,,,,,2nd Street,,129.6580426,FALSE
3394,14348,19379,,,,,Laketon Road,,131.413084,FALSE
7668,7669,19380,,,,,Fisk Street,,169.6500597,TRUE
7669,7670,19381,,,,,Fisk Street,,211.1430968,TRUE
1612,7675,19382,,,,,Orchard Place,,209.1900045,TRUE
5021,7794,19383,,,,,Lindberg Avenue,,121.508093,TRUE
7678,22599,19384,,,,,Moresby Street,,84.02534482,FALSE
7679,7680,19385,,,,,Nusser Street,,106.5998678,TRUE
7681,7682,19386,,,,,Falconhurst Drive North,,47.69982819,FALSE
4304,7682,19387,,,,,Falconhurst Drive North,,165.0283874,FALSE
1035,1036,19388,,,,,Vernon Drive,,161.159383,FALSE
1036,1041,19389,,,,,Vernon Drive,,117.102876,FALSE
7688,7689,19390,,,,,Park Way,,220.2445488,FALSE
1310,8781,19391,,,,,Martha Street,,87.22985402,FALSE
7692,7693,19392,,,,,Capitol Drive,,98.11854422,FALSE
7693,7694,19393,,,,,Capitol Drive,,146.9235973,FALSE
9422,20268,19394,,,,,Doak Street,,83.39606928,FALSE
7696,7697,19395,,,,,Bernadette Drive,,137.0749866,FALSE
7200,7698,19396,,,,,Harmain Road,,206.0990585,FALSE
7699,7700,19397,,,,,Clugston Avenue,,726.4056613,FALSE
7701,7702,19398,,,,,Albany Street,,116.8169183,TRUE
8107,8108,19399,,,,,East General Robinson Street,,83.17363109,TRUE
7703,7704,19400,,,,,Parkway Avenue,,245.42904,FALSE
2926,7074,19401,,,,,Parkway Avenue,,208.7683862,FALSE
7753,7754,19402,,,,,Kohen Street,,79.2785433,TRUE
6650,7540,19403,,,,,Crest Lane,,228.9770984,FALSE
7713,7714,19404,,,,,Helena Street,,123.1884739,FALSE
7535,7717,19405,,,,,Helena Street,,148.0201675,FALSE
5487,7717,19406,,,,,Helena Street,,821.3598746,FALSE
15721,26500,19407,,,,,Playford Street,,64.29523852,FALSE
15721,20395,19408,,,,,Sarah Street,,262.8758066,FALSE
7719,7720,19409,,,,,18th Street,,92.86861337,TRUE
7723,7724,19410,,,,,Elrono Drive,,131.0442572,FALSE
7727,7728,19411,,,,,Ferraro Drive,,95.99706158,FALSE
7729,7730,19412,,,,,Thornberry Circle,,108.8947255,FALSE
7730,7730,19413,,,,,Thornberry Circle,,73.52048121,FALSE
7733,7734,19414,,,,,Longwood Drive,,192.6275309,FALSE
89,7737,19415,,,,,Fairywood Street,,353.9872756,TRUE
89,7739,19416,,,,,Fairywood Street,,240.759084,TRUE
7744,7745,19417,,,,,Peebles Street,,81.75807467,TRUE
7013,7745,19418,,,,,Peebles Street,,84.14305566,FALSE
5936,7013,19419,,,,,Peebles Street,,83.86721601,FALSE
5528,5936,19420,,,,,Peebles Street,,90.36230487,FALSE
7747,7748,19421,,,,,Peebles Street,,99.04707026,FALSE
2355,4256,19422,,,,,Monongahela Avenue,,85.61137527,FALSE
7749,10238,19423,,,,,Runnymede Avenue,,291.5062402,FALSE
7750,7751,19424,,,,,Kohen Street,,62.17249662,TRUE
7752,7753,19425,,,,,Kohen Street,,84.27492315,TRUE
5417,7754,19426,,,,,Bernard Street,,146.3552597,TRUE
3044,7755,19427,,,,,Cedarville Street,,388.2026548,TRUE
7755,7756,19428,,,,,Cedarville Street,,157.7792421,TRUE
9390,11547,19429,,,,,Brownsville Road,,110.8868437,TRUE
9391,11548,19430,,,,,Amanda Avenue,,95.46457862,TRUE
25287,25289,19431,,,,,South Queensberry Court,,31.59236201,FALSE
7759,7760,19432,,,,,Brookmeade Drive,,413.770632,FALSE
7760,7761,19433,,,,,Brookmeade Drive,,316.361686,FALSE
7763,15617,19434,,,,,Clover Drive,,8.230602515,FALSE
7763,7764,19435,,,,,Clover Drive,,90.51802042,FALSE
22745,24396,19436,,,,,,,90.00807492,TRUE
10852,16438,19437,,,,,Wardsons Street,,90.78216327,TRUE
6124,7770,19438,,,,,Campbell Street,,216.8751783,FALSE
7772,7773,19439,,,,,Campbell Street,,150.7089348,FALSE
7774,7775,19440,,,,,Mercia Drive,,181.701538,FALSE
1271,7776,19441,,,,,Worton Boulevard,,189.2462608,FALSE
1271,7777,19442,,,,,Worton Boulevard,,133.6911413,FALSE
2661,7779,19443,,,,,Hazelwood Avenue,,29.18652736,FALSE
7785,22466,19444,,,,,Ossipee Street,,64.34434044,TRUE
7786,7787,19445,,,,,Cherry Way,,108.887253,FALSE
15271,21955,19446,,,,,4th Street,,84.57784414,FALSE
15272,17641,19447,,,,,Roy Street,,83.77413266,FALSE
8857,8858,19448,,,,,Earl Street,,86.28947347,FALSE
13405,13406,19449,,,,,Coalmont Street,,87.7072789,FALSE
7789,7790,19450,,,,,Cherry Way,,148.8102666,FALSE
1422,19357,19451,,,,,7th Street,,104.0086371,FALSE
1423,13977,19452,,,,,8th Street,,103.7148953,FALSE
1421,7098,19453,,,,,Cherry Way,,89.56381789,FALSE
7795,7796,19454,,,,,Lougean Avenue,,118.0295594,TRUE
7796,7797,19455,,,,,Lougean Avenue,,514.0707612,TRUE
7798,7799,19456,,,,,Boggs Avenue,,68.84248444,TRUE
7635,7799,19457,,,,,Boggs Avenue,,127.5882509,TRUE
7635,7800,19458,,,,,Boggs Avenue,,98.38636236,TRUE
7800,7801,19459,,,,,Boggs Avenue,,128.3437845,TRUE
7806,7807,19460,,,,,Boggs Avenue,,68.5131219,TRUE
7650,7809,19461,,,,,Boggs Avenue,,133.9173113,TRUE
7809,7810,19462,,,,,Boggs Avenue,,87.95403021,TRUE
7812,7813,19463,,,,,Boggs Avenue,,323.6177974,TRUE
7816,7817,19464,,,,,Campbell Circle,,135.7242048,FALSE
7817,7818,19465,,,,,Campbell Circle,,156.4308307,FALSE
7818,7819,19466,,,,,Campbell Circle,,76.42603485,FALSE
7821,7822,19467,,,,,Morton Street,,93.2115199,TRUE
1181,7822,19468,,,,,Morton Street,,86.97526443,TRUE
7825,20861,19469,,,,,Morton Street,,170.0907739,FALSE
7828,7829,19470,,,,,Camp Avenue,,129.8980528,FALSE
7837,7838,19471,,,,,Lehigh Avenue,,68.36317769,FALSE
7270,7838,19472,,,,,Lehigh Avenue,,88.93811374,FALSE
7270,7839,19473,,,,,Lehigh Avenue,,103.5108758,FALSE
7840,13177,19474,,,,,Lehigh Avenue,,180.2082052,FALSE
7842,7843,19475,,,,,Lauder Street,,210.1459291,TRUE
7902,20395,19476,,,,,Helena Street,,208.7464195,FALSE
6057,7851,19477,,,,,Queensbury Street,,586.7566914,TRUE
7852,7853,19478,,,,,Coleridge Street,,504.7600874,TRUE
2400,7857,19479,,,,,Wedgewood Drive,,210.9607438,FALSE
7857,7858,19480,,,,,Wedgewood Drive,,198.7145178,FALSE
6131,7684,19481,,,,,Mayfair Drive,,589.3679267,FALSE
7861,7862,19482,,,,,Kenwood Drive,,346.009935,FALSE
7863,7864,19483,,,,,Elderslee Road,,426.7677073,FALSE
785,7866,19484,,,,,North Euclid Avenue,,131.9649156,TRUE
7866,7867,19485,,,,,North Euclid Avenue,,124.0348727,TRUE
7868,7869,19486,,,,,North Euclid Avenue,,124.2973649,TRUE
7870,7871,19487,,,,,North Euclid Avenue,,205.4545993,TRUE
6082,7473,19488,,,,,North Euclid Avenue,,139.7149686,TRUE
6997,7875,19489,,,,,North Euclid Avenue,,247.8090861,FALSE
14658,14659,19490,,,,,Allequippa Street,,86.90364165,TRUE
4255,7879,19491,,,,,Perrott Avenue,,83.19432471,TRUE
4255,7880,19492,,,,,Perrott Avenue,,88.95803831,TRUE
2402,7884,19493,,,,,Lorlei Lane,,297.0248718,FALSE
6998,7885,19494,,,,,North Harrison Avenue,,229.6140994,FALSE
4680,7892,19495,,,,,Murdoch Street,,92.94198791,TRUE
4374,7893,19496,,,,,Field Club Road,,178.9989575,FALSE
4374,7059,19497,,,,,Field Club Road,,359.5112645,FALSE
3575,7059,19498,,,,,Field Club Road,,141.6393391,FALSE
3575,7894,19499,,,,,Field Club Road,,214.6444295,FALSE
7894,7895,19500,,,,,Field Club Road,,238.0886971,FALSE
7895,7896,19501,,,,,Field Club Road,,521.5699058,FALSE
7896,7897,19502,,,,,Field Club Road,,291.006119,FALSE
7899,7900,19503,,,,,Broadway Street,,92.1911285,FALSE
7902,7903,19504,,,,,Broadway Street,,122.9427145,FALSE
7903,7904,19505,,,,,Broadway Street,,88.67030925,FALSE
7905,7906,19506,,,,,Broadway Street,,99.48245835,FALSE
6368,7908,19507,,,,,Broadway Street,,121.899045,FALSE
7915,7916,19508,,,,,Broadway Street,,342.141836,FALSE
4148,7918,19509,,,,,Bonel Court,,138.5348774,FALSE
7919,7920,19510,,,,,Rittenhouse Road,,192.3832408,FALSE
1565,7921,19511,,,,,Vermillion Drive,,130.9850077,FALSE
1564,7921,19512,,,,,Vermillion Drive,,164.7078473,FALSE
1564,7922,19513,,,,,Vermillion Drive,,68.36989259,FALSE
10199,15928,19514,,,,,Sheridan Street,,84.35439678,FALSE
11883,11884,19515,,,,,Jefferson Street,,64.81916174,FALSE
7925,7926,19516,,,,,North Evaline Street,,84.41626424,TRUE
7927,7928,19517,,,,,North Evaline Street,,82.54646066,TRUE
7928,7929,19518,,,,,North Evaline Street,,89.99282885,TRUE
7933,7934,19519,,,,,Savannah Avenue,,120.7110587,FALSE
7934,7935,19520,,,,,Savannah Avenue,,166.1031074,FALSE
7935,7936,19521,,,,,Savannah Avenue,,168.0236776,FALSE
7827,18788,19522,,,,,2nd Street,,85.76528614,FALSE
7937,7938,19523,,,,,Seitz Street,,286.5076296,TRUE
5561,7941,19524,,,,,Muriel Street,,104.9458429,TRUE
7941,7942,19525,,,,,Muriel Street,,63.87542459,TRUE
7943,7944,19526,,,,,Muriel Street,,62.87992449,TRUE
7947,7948,19527,,,,,Wittman Street,,202.8776868,TRUE
7851,16511,19528,,,,,Wittman Street,,161.0314672,TRUE
7949,7950,19529,,,,,Lamson Circle,,425.0297128,FALSE
21081,24954,19530,,,,,Johnson Street,,95.79469455,FALSE
7956,7957,19531,,,,,Old Soose Road,,301.3734989,FALSE
7957,7958,19532,,,,,Old Soose Road,,232.7870482,FALSE
7958,7959,19533,,,,,Old Soose Road,,54.56539712,FALSE
7960,7961,19534,,,,,Dunmoyle Street,,139.4817576,TRUE
3083,7965,19535,,,,,Sampson Avenue,,167.7156763,FALSE
7968,7969,19536,,,,,Myrtle Street,,90.45272276,TRUE
7971,7972,19537,,,,,Stilley Road,,292.2085485,FALSE
7973,7974,19538,,,,,McPherson Boulevard,,193.6504276,TRUE
7978,7979,19539,,,,,Desiderio Way,,66.66192019,FALSE
7980,7981,19540,,,,,Desiderio Avenue,,66.90430823,FALSE
7982,7983,19541,,,,,North Woodland Road,,297.352816,TRUE
7744,7984,19542,,,,,Abbot Street,,142.22993,TRUE
7985,7986,19543,,,,,Baker Drive,,243.217195,FALSE
525,7987,19544,,,,,Baker Drive,,174.8219807,FALSE
7988,24834,19545,,,,,Baker Drive,,198.618824,FALSE
7987,7988,19546,,,,,Baker Drive,,446.7477299,FALSE
3247,19584,19547,,,,,Maple Street,,92.30427502,FALSE
3248,12853,19548,,,,,Mifflin Street,,91.79186323,FALSE
16959,16960,19549,,,,,Tipton Street,,114.6492553,TRUE
7990,7991,19550,,,,,Fountain Street,,38.91506285,TRUE
7991,7992,19551,,,,,Fountain Street,,68.74821344,TRUE
7993,7994,19552,,,,,Fountain Street,,319.1273974,FALSE
7994,7995,19553,,,,,Fountain Street,,249.7412983,FALSE
5418,7995,19554,,,,,Fountain Street,,465.2649559,FALSE
4590,7996,19555,,,,,Fountain Street,,199.4636055,FALSE
7997,7998,19556,,,,,Fountain Street,,147.3180484,FALSE
2826,7999,19557,,,,,Lewis Street,,213.1408251,FALSE
8000,8001,19558,,,,,Hampstead Drive,,348.6395254,FALSE
8001,8002,19559,,,,,Hampstead Drive,,47.47915811,FALSE
8002,8003,19560,,,,,Hampstead Drive,,247.8599305,FALSE
5735,8003,19561,,,,,Hampstead Drive,,111.005998,FALSE
5735,8005,19562,,,,,Hampstead Drive,,86.38214631,FALSE
8008,8009,19563,,,,,Frich Drive,,93.42262983,FALSE
8009,8010,19564,,,,,Frich Drive,,355.8152813,FALSE
8010,8011,19565,,,,,Frich Drive,,340.409298,FALSE
6926,8011,19566,,,,,Frich Drive,,282.1808186,FALSE
8013,8014,19567,,,,,Cherokee Place,,32.67453286,FALSE
8013,8015,19568,,,,,Cherokee Place,,29.17645779,FALSE
8016,8017,19569,,,,,Annandale Drive,,944.7609628,FALSE
4542,8022,19570,,,,,Elm Drive,,196.8032452,FALSE
8020,8022,19571,,,,,Elm Drive,,137.1340215,FALSE
8023,8024,19572,,,,,Valley Hill Drive,,126.5255796,FALSE
8024,8025,19573,,,,,Valley Hill Drive,,47.50802469,FALSE
269,12862,19574,,,,,Grover Street,,141.7851554,FALSE
8029,8030,19575,,,,,Grover Street,,119.2694901,FALSE
8030,8031,19576,,,,,Grover Street,,83.33361456,FALSE
8031,8032,19577,,,,,Grover Street,,80.8107677,FALSE
1980,8032,19578,,,,,Grover Street,,79.3987271,FALSE
1980,8033,19579,,,,,Grover Street,,90.77881195,FALSE
629,8034,19580,,,,,Walton Road,,619.6973235,FALSE
5570,8021,19581,,,,,Hamil Road,,146.473731,FALSE
8036,8037,19582,,,,,Hamil Road,,323.9473082,FALSE
3250,4265,19583,,,,,Hamil Road,,243.4269546,FALSE
7014,8038,19584,,,,,Hamil Road,,130.4651968,FALSE
7014,8039,19585,,,,,Hamil Road,,155.6324615,FALSE
8041,8042,19586,,,,,Hamil Road,,168.6316471,FALSE
1670,8045,19587,,,,,Hamil Road,,135.8739417,FALSE
8045,8046,19588,,,,,Hamil Road,,263.0386012,FALSE
8046,8047,19589,,,,,Hamil Road,,67.17640623,FALSE
5568,8049,19590,,,,,Country Club Drive,,319.0829044,FALSE
8052,8053,19591,,,,,Country Club Drive,,302.5380172,FALSE
8056,8057,19592,,,,,Country Club Drive,,286.9758119,FALSE
8058,8059,19593,,,,,Country Club Drive,,152.0918069,FALSE
8060,8061,19594,,,,,Country Club Drive,,137.3882542,FALSE
5176,8061,19595,,,,,Country Club Drive,,160.2173761,FALSE
5176,8062,19596,,,,,Country Club Drive,,71.13074032,FALSE
8062,8063,19597,,,,,Country Club Drive,,89.15407877,FALSE
8063,8064,19598,,,,,Country Club Drive,,1205.544824,FALSE
8065,8066,19599,,,,,Country Club Drive,,316.746629,FALSE
8066,8067,19600,,,,,Country Club Drive,,105.6557717,FALSE
2746,8067,19601,,,,,Country Club Drive,,348.9904982,FALSE
8069,8070,19602,,,,,Country Club Drive,,99.64532939,FALSE
8070,8071,19603,,,,,Country Club Drive,,107.6262168,FALSE
8072,8073,19604,,,,,Duncan Way,,96.77213144,FALSE
3515,8073,19605,,,,,Duncan Way,,85.7223707,FALSE
3515,8074,19606,,,,,Duncan Way,,85.48924115,FALSE
1696,8074,19607,,,,,Duncan Way,,45.77784925,FALSE
6025,8075,19608,,,,,Helena Alley,,157.4342275,FALSE
8076,8077,19609,,,,,Tara Drive,,131.4336809,FALSE
3704,8078,19610,,,,,Tara Drive,,446.2955306,FALSE
8079,8080,19611,,,,,Watkins Avenue,,88.92144096,FALSE
8083,8084,19612,,,,,Hudson Avenue,,160.8054725,FALSE
8084,8085,19613,,,,,Hudson Avenue,,71.12543376,FALSE
6218,8090,19614,,,,,Pembrook Drive,,72.04514156,FALSE
8091,8092,19615,,,,,Cushing Street,,76.33879419,FALSE
8093,8094,19616,,,,,Cedar Boulevard,,123.6623934,FALSE
8094,8095,19617,,,,,Cedar Boulevard,,102.6699839,FALSE
7859,8096,19618,,,,,Cedar Boulevard,,263.9609819,FALSE
8096,8097,19619,,,,,Cedar Boulevard,,259.9092506,FALSE
8097,8098,19620,,,,,Cedar Boulevard,,330.9366962,FALSE
8093,8099,19621,,,,,Cedar Boulevard,,553.3711338,FALSE
7455,8105,19622,,,,,Adobe Drive,,181.1851169,FALSE
8106,8107,19623,,,,,East General Robinson Street,,47.16817257,TRUE
8108,8109,19624,,,,,East General Robinson Street,,42.79927449,TRUE
16826,27547,19625,,,,,Washington Avenue,,178.3932566,FALSE
8112,25648,19626,,,,,Delaware Avenue,,90.14696083,FALSE
2857,6323,19627,,,,,Isabella Street,,99.70015716,FALSE
8116,15008,19628,,,,,Novelty Street,,208.8677858,TRUE
8117,8118,19629,,,,,Paxton Drive,,525.3119641,FALSE
8122,8123,19630,,,,,Walnut Drive,,77.94666985,FALSE
8124,8125,19631,,,,,Union Avenue,,71.69475626,FALSE
8125,8126,19632,,,,,Union Avenue,,420.3783544,FALSE
5657,8131,19633,,,,,Union Avenue,,74.28006507,FALSE
5657,8132,19634,,,,,Union Avenue,,113.7048603,FALSE
8134,8135,19635,,,,,Union Avenue,,63.64029361,FALSE
2582,8139,19636,,,,,Union Avenue,,61.84126357,FALSE
8144,8145,19637,,,,,Union Avenue,,86.02031399,FALSE
8147,8148,19638,,,,,Union Avenue,,153.3749058,TRUE
8154,8155,19639,,,,,Edgerton Avenue,,112.5565377,TRUE
7745,8155,19640,,,,,Edgerton Avenue,,137.1821084,TRUE
8161,8162,19641,,,,,Jeremias Street,,286.3266842,FALSE
8163,8164,19642,,,,,Easley Road,,469.4321164,FALSE
8165,8166,19643,,,,,Yew Street,,139.3137331,TRUE
8170,20213,19644,,,,,Yew Street,,245.4680615,FALSE
8172,8173,19645,,,,,Boone Drive,,367.2781573,FALSE
4232,8174,19646,,,,,Boone Drive,,186.7652597,FALSE
8175,8176,19647,,,,,Cornell Avenue,,85.8390336,FALSE
7268,8177,19648,,,,,Cornell Avenue,,77.62541866,FALSE
7268,8178,19649,,,,,Cornell Avenue,,63.62541235,FALSE
8178,8179,19650,,,,,Cornell Avenue,,145.0894027,FALSE
2348,8181,19651,,,,,Cornell Avenue,,208.6706496,FALSE
267,8183,19652,,,,,Cornell Avenue,,175.2540546,FALSE
8185,8186,19653,,,,,Cornell Avenue,,89.95576954,FALSE
